Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,report_number,local_case_number_x,agency_name_x,acrs_report_type_x,crash_date_time_x,route_type_x,road_name_x,cross_street_type_x,cross_street_name_x,off_road_description_x,municipality_x,related_non_motorist_x,collision_type_x,weather_x,surface_condition_x,light_x,traffic_control_x,driver_substance_abuse_x,non_motorist_substance_abuse_x,person_id,pedestrian_type,pedestrian_movement,pedestrian_actions,pedestrian_location,pedestrian_obeyed_traffic_signal,pedestrian_visibility,at_fault_x,injury_severity,safety_equipment,latitude_x,longitude_x,geolocation_x,crashdate,year,on_offroad,serious_fatal_injury,crashtime,day_night,month,season,dartdash,pedestrian_yes_no,at_fault_binary,weekday_day,weekdays_y_n,county_road,hit_run,mile_point,mile_point_direction,lane_direction,lane_number,lane_type,number_of_lanes,direction,distance,distance_unit,road_grade,nontraffic,first_harmful_event,second_harmful_event,fixed_oject_struck,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,Reportnumber,NonMotoristSex,NonMotoristDOB,age,adult_yes_no,agegroup,month_year,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,BUFF_DIST,ORIG_FID,COUNT,ObjectId,GeogName,ActName,Shape_Length,Shape_Area
0,28,1,28,MCP235800C3,0.000000000000000,,,,,,,,,,,,,,,,,,79870E0C-58C2-43D0-915E-85F52D58243E,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,11/17/2023,2023,On road,not serious/fatal,12:30:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,No,3.17,North,North,1,,1,North,500,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP235800C3,F,11/8/1954,69,Adult,19+,2023-11,,,,,,,,,,,,,28,424 - WALK AREA,424 - JOHNSON HS REGULAR,,
0,29,0,29,MCP33390031,0.000000000000000,,,,,,,,,,,,,,,,,,411B9192-6983-4089-ADA1-0E856EFFE3EC,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,UNKNOWN,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/17/2023,2023,On road,not serious/fatal,6:30:00,night,11,fall,not dart dash,pedestrian,,,weekday,County,No,0.21,North,East,1,,1,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP33390031,M,2/7/2005,18,Not adult,15 to 18,2023-11,,,,,,,,,,,,7270.000000000000000,29,,,,
0,30,0,30,MCP2466004M,0.000000000000000,,,,,,,,,,,,,,,,,,7AEAC3AA-D60C-4E71-A650-4D7998C51AB5,PEDESTRIAN,Walking/Cycling on Sidewalk,UNKNOWN,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,11/16/2023,2023,On road,not serious/fatal,18:05:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,No,0.24,South,East,1,,2,South,0,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2466004M,F,6/19/1954,69,Adult,19+,2023-11,,,,,,,,,,,,7270.000000000000000,30,,,,
0,31,0,31,MCP2641003M,0.000000000000000,,,,,,,,,,,,,,,,,,EDBA9767-FA15-44BB-B64E-7E329333CF09,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,REFLECTIVE MATERIAL,,POSSIBLE INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,11/16/2023,2023,On road,not serious/fatal,15:20:00,day,11,fall,not dart dash,small wheeled thing,,,weekday,County,No,13.29,North,West,1,,1,North,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2641003M,M,5/29/1950,73,Adult,19+,2023-11,,,,,,,,,,,,7270.000000000000000,31,,,,
0,32,0,32,MCP2965007T,0.000000000000000,,,,,,,,,,,,,,,,,,0A01F2D0-D817-4ED3-96F0-016D70775222,MACHINE OPERATOR/RIDER,Getting off/on Vehicle,ENTERING EXITING PARKED STANDING VEHICLE,OTHER,OTHER,DARK CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,11/16/2023,2023,Off road,not serious/fatal,10:55:00,day,11,fall,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,OTHER VEHICLE,N/A,N/A,,,,,,,MCP2965007T,M,2/11/1993,30,Adult,19+,2023-11,,,,,,,,,,,,,32,,,,
0,33,0,33,MCP120500B0,0.000000000000000,,,,,,,,,,,,,,,,,,0B9D153A-C4AD-4B36-89F1-0C16BDA72DA9,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,11/16/2023,2023,Off road,not serious/fatal,8:06:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP120500B0,M,9/17/1947,76,Adult,19+,2023-11,,,,,,,,,,,,,33,,,,
1,34,2,34,MCP3123006H,0.000000000000000,,,,,,,,,,,,,,,,,,4F4FCB62-D49D-48FF-9A00-71E5EF54CA1A,MACHINE OPERATOR/RIDER,Getting off/on Vehicle,NO IMPROPER ACTIONS,OTHER,N/A,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,11/15/2023,2023,Off road,not serious/fatal,18:28:00,day,11,fall,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,OTHER CONVEYANCE,N/A,N/A,,,,,,,MCP3123006H,F,12/16/1969,53,Adult,19+,2023-11,Placemark,MoCo_SZ_Copy_Apr_23/MoCo_SZ_Copy_Apr_23,0,0,0.000000000000000,-1,0,,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">
<head>
<META http-equiv=""Content-Type"" content=""text/html"">
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
</head>
<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">
<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">
<td></td>
</tr>
<tr>
<td>
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">
<tr>
<td>OBJECTID_1</td>
<td>108</td>
</tr>
</table>
</td>
</tr>
</table>
</body><script type=""text/javascript"">
				function changeImage(attElement, nameElement) {
				document.getElementById('imageAttachment').src = attElement;
				document.getElementById('imageName').innerHTML = nameElement;}
			</script></html>
",100.000000000000000,98,,34,817 - WALK AREA,817 - GLENALLAN ES REGULAR,,
0,35,0,35,DD559500FC,0.000000000000000,,,,,,,,,,,,,,,,,,086CF1AB-8EC8-46F4-A094-A192971EBCE8,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,17:42:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,No,7.36,North,North,1,,3,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD559500FC,M,4/18/1990,33,Adult,19+,2023-11,,,,,,,,,,,,,35,,,,
0,36,0,36,DD5657001D,0.000000000000000,,,,,,,,,,,,,,,,,,4AEDD740-ADC4-4016-8D26-3B472AB5FB92,PEDESTRIAN,Walking/Riding w/Traffic,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,16:44:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,Yes,0,South,North,1,,1,North,30,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,DD5657001D,M,9/20/2003,20,Adult,19+,2023-11,,,,,,,,,,,,7270.000000000000000,36,,,,
0,37,2,37,MCP289200FK,0.000000000000000,,,,,,,,,,,,,,,,,,259C7011-C181-4718-B7F8-5CC2069603C6,PEDESTRIAN,Playing,OTHER,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,16:05:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,No,0.63,North,South,1,,1,South,50,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,MCP289200FK,M,1/19/2017,6,Not adult,5 to 11,2023-11,,,,,,,,,,,,7270.000000000000000,37,784 - WALK AREA,784 - HIGHLAND VIEW ES REGULAR,,
0,38,1,38,DD5567001H,0.000000000000000,,,,,,,,,,,,,,,,,,4503ED57-21C7-4A9A-8F1F-706044947121,OTHER,Other,OTHER,OTHER,N/A,REFLECTIVE MATERIAL,,NO APPARENT INJURY,REFLECTIVE CLOTHING,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,12:25:00,day,11,fall,not dart dash,small wheeled thing,,,weekday,Not county,No,0,East,Unknown,0,N/A,0,East,50,FEET,LEVEL,No,FIXED OBJECT,FIXED OBJECT,FENCE,RESIDENTIAL DRIVEWAY,N/A,N/A,N/A,NO DEFECTS,N/A,DD5567001H,M,9/20/1992,31,Adult,19+,2023-11,,,,,,,,,,,,,38,230 - WALK AREA,230 - ROCKVILLE HS REGULAR,,
0,39,1,39,DD56050083,0.000000000000000,,,,,,,,,,,,,,,,,,B11845F6-08D5-42D7-85D5-1C4A0926E9F5,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,12:00:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,Yes,8.71,North,East,0,RIGHT TURN LANE,4,North,0,FEET,LEVEL,No,PEDESTRIAN,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD56050083,F,5/22/2009,14,Not adult,12 to 14,2023-11,,,,,,,,,,,,,39,201 - WALK AREA,201 - MONTGOMERY HS REGULAR,,
0,40,1,40,DD56050083,0.000000000000000,,,,,,,,,,,,,,,,,,64A125DC-D08A-4D0D-83B9-33AD1F41109C,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,12:00:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,Yes,8.71,North,East,0,RIGHT TURN LANE,4,North,0,FEET,LEVEL,No,PEDESTRIAN,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD56050083,F,7/22/2009,14,Not adult,12 to 14,2023-11,,,,,,,,,,,,,40,201 - WALK AREA,201 - MONTGOMERY HS REGULAR,,
0,41,3,41,MCP3330001M,0.000000000000000,,,,,,,,,,,,,,,,,,0B260352-7FFA-4A3D-AE40-71BDA24C4F14,BICYCLIST,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,SIDEWALK,N/A,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,serious/fatal,8:23:00,day,11,fall,not dart dash,small wheeled thing,,,weekday,County,No,0.37,South,South,1,,2,North,0,FEET,GRADE DOWNHILL,No,BICYCLE,PEDESTRIAN,N/A,RESIDENTIAL DRIVEWAY,N/A,N/A,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",MCP3330001M,M,8/17/1989,34,Adult,19+,2023-11,,,,,,,,,,,,,41,767 - WALK AREA,767 - GLEN HAVEN ES REGULAR,,
0,42,0,42,MCP2347004G,0.000000000000000,,,,,,,,,,,,,,,,,,C7DAF4E6-9ECB-46AA-8F7B-EA2A56327913,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,IN BIKEWAY,N/A,OTHER,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/15/2023,2023,On road,not serious/fatal,6:29:00,night,11,fall,not dart dash,small wheeled thing,,,weekday,County,No,4.75,East,East,0,LEFT TURN LANE,1,East,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2347004G,M,11/3/1976,47,Adult,19+,2023-11,,,,,,,,,,,,7270.000000000000000,42,,,,
0,43,1,43,MCP1378016H,0.000000000000000,,,,,,,,,,,,,,,,,,12B6A55C-00D5-4AEC-8265-D375AA23A0E7,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,OUTSIDE RIGHT OF WAY,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/14/2023,2023,On road,not serious/fatal,14:58:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,No,13.236,East,South,1,,2,East,25,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,COMMERCIAL DRIVEWAY,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP1378016H,F,12/2/1953,69,Adult,19+,2023-11,,,,,,,,,,,,,43,502 - WALK AREA,502 - OLNEY ES REGULAR,,
0,44,0,44,MCP2052003G,0.000000000000000,,,,,,,,,,,,,,,,,,51E26710-6162-44B1-AD58-4196B2282A02,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,MEDIAN,N/A,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,11/14/2023,2023,On road,not serious/fatal,8:28:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,No,16.03,North,South,0,LEFT TURN LANE,5,North,250,FEET,HILL UPHILL,No,OTHER OBJECT,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2052003G,F,5/31/1947,76,Adult,19+,2023-11,,,,,,,,,,,,,44,,,,
0,45,0,45,MCP2991008Y,0.000000000000000,,,,,,,,,,,,,,,,,,C778560A-AF0D-4798-94BA-AE573CB8E535,BICYCLIST,Other,NO IMPROPER ACTIONS,CURB,OTHER,N/A,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,11/12/2023,2023,Off road,not serious/fatal,11:50:00,day,11,fall,not dart dash,small wheeled thing,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,BICYCLE,BICYCLE,N/A,,,,,,,MCP2991008Y,M,8/22/1994,29,Adult,19+,2023-11,,,,,,,,,,,,,45,,,,
0,46,0,46,MCP3165004Y,0.000000000000000,,,,,,,,,,,,,,,,,,B2D2F87F-13E6-4C8F-9AD7-F07F12CB6DA8,PEDESTRIAN,N/A,INATTENTIVE,OTHER,N/A,N/A,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,11/12/2023,2023,Off road,not serious/fatal,10:45:00,day,11,fall,not dart dash,pedestrian,,,weekend,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP3165004Y,F,4/29/1985,38,Adult,19+,2023-11,,,,,,,,,,,,,46,,,,
0,47,0,47,DD5660000M,0.000000000000000,,,,,,,,,,,,,,,,,,2B6BC5C2-8860-49CE-8D14-98919674821D,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,N/A,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/11/2023,2023,On road,not serious/fatal,21:54:00,night,11,fall,not dart dash,pedestrian,,,weekend,Not county,No,12.03,North,North,2,,3,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD5660000M,F,7/15/1993,30,Adult,19+,2023-11,,,,,,,,,,,,7270.000000000000000,47,,,,
0,48,1,48,MCP3193004Y,0.000000000000000,,,,,,,,,,,,,,,,,,CFB34E8A-1756-412B-A9F7-1469D691F174,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,11/11/2023,2023,Off road,not serious/fatal,19:38:00,day,11,fall,not dart dash,pedestrian,,,weekend,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP3193004Y,F,2/28/1961,62,Adult,19+,2023-11,,,,,,,,,,,,,48,789 - WALK AREA,789 - EINSTEIN HS REGULAR,,
0,49,2,49,MCP292300B5,0.000000000000000,,,,,,,,,,,,,,,,,,B079C02B-3CD7-4100-AC9F-BD6040DE5C24,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,DRIVEWAY ACCESS MARKED CROSSWALK,NO PED. SIGNAL,UNKNOWN,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,11/11/2023,2023,Off road,not serious/fatal,14:30:00,day,11,fall,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP292300B5,M,5/12/1976,47,Adult,19+,2023-11,,,,,,,,,,,,,49,789 - WALK AREA,789 - EINSTEIN HS REGULAR,,
0,50,4,50,MCP1595002F,0.000000000000000,,,,,,,,,,,,,,,,,,C139969F-4293-43C3-9851-47EE5D039B3C,PEDESTRIAN,Cross/Enter not at Intersection,INATTENTIVE,ON ROADWAY NOT AT CROSSWALK,OTHER,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,11/10/2023,2023,On road,serious/fatal,0:17:00,night,11,fall,not dart dash,pedestrian,,,weekend,County,No,1.96,East,East,1,,3,East,60,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,THRU ROADWAY,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP1595002F,F,9/8/1969,54,Adult,19+,2023-11,,,,,,,,,,,,,50,767 - WALK AREA,767 - GLEN HAVEN ES REGULAR,,
0,51,0,51,EJ7888005C,0.000000000000000,,,,,,,,,,,,,,,,,,05D046C7-CC91-4AF0-811E-EB0F8C128355,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,SIDEWALK,NO PED. SIGNAL,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/10/2023,2023,Off road,not serious/fatal,18:50:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,EJ7888005C,F,2/13/2006,17,Not adult,15 to 18,2023-11,,,,,,,,,,,,,51,,,,
0,52,0,52,DD56640014,0.000000000000000,,,,,,,,,,,,,,,,,,C19B837C-981C-4D84-9A36-DF89F0270431,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,11/9/2023,2023,On road,not serious/fatal,15:46:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,No,0.36,South,East,2,,2,South,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,N/A,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD56640014,F,6/8/2005,18,Not adult,15 to 18,2023-11,,,,,,,,,,,,,52,,,,
0,53,0,53,DD56640012,0.000000000000000,,,,,,,,,,,,,,,,,,5725A13B-1C60-4444-B5F7-869AC5232C42,PEDESTRIAN,Cross/Enter at Intersection,N/A,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,11/9/2023,2023,On road,not serious/fatal,9:57:00,day,11,fall,not dart dash,pedestrian,,,weekday,Not county,No,7.36,North,North,3,,3,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,N/A,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",DD56640012,M,12/15/1962,60,Adult,19+,2023-11,,,,,,,,,,,,,53,,,,
0,54,1,54,MCP3109008S,0.000000000000000,,,,,,,,,,,,,,,,,,3079BC78-190B-41E8-9A9E-C4C34EFBE067,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/9/2023,2023,On road,not serious/fatal,6:29:00,night,11,fall,not dart dash,pedestrian,,,weekday,County,Yes,0,North,South,1,,1,North,0,FEET,HILL UPHILL,No,OTHER VEHICLE,PEDESTRIAN,N/A,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3109008S,F,1/5/1977,46,Adult,19+,2023-11,,,,,,,,,,,,,54,304 - WALK AREA,304 - JOANN LELECK ES @ BROAD ACRES REGULAR,,
0,55,1,55,MCP28950034,0.000000000000000,,,,,,,,,,,,,,,,,,EA2F9AF9-D3A4-40DE-A1A0-575A5D151CB0,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/8/2023,2023,On road,not serious/fatal,18:00:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,No,0.76,West,West,1,,2,West,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP28950034,M,1/29/1999,24,Adult,19+,2023-11,,,,,,,,,,,,,55,246 - WALK AREA,246 - NORTHWEST HS REGULAR,,
0,56,1,56,MCP2962008G,0.000000000000000,,,,,,,,,,,,,,,,,,F7E4DB06-2A8F-4F33-8266-9A051B325DF9,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,11/8/2023,2023,On road,not serious/fatal,14:05:00,day,11,fall,not dart dash,small wheeled thing,,,weekday,County,No,0.47,South,North,0,RIGHT TURN LANE,2,South,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2962008G,M,3/22/1934,89,Adult,19+,2023-11,,,,,,,,,,,,,56,104 - WALK AREA,104 - SENECA VALLEY HS REGULAR,,
0,57,0,57,MCP2347004F,0.000000000000000,,,,,,,,,,,,,,,,,,8822219B-EE08-457C-AAA4-BC513C14D10F,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,N/A,N/A,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/8/2023,2023,On road,not serious/fatal,9:38:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,No,0.04,West,East,0,N/A,1,East,100,FEET,N/A,No,PEDESTRIAN,N/A,N/A,N/A,N/A,N/A,N/A,NO DEFECTS,N/A,MCP2347004F,F,5/13/1949,74,Adult,19+,2023-11,,,,,,,,,,,,,57,,,,
0,58,2,58,MCP302600BX,0.000000000000000,,,,,,,,,,,,,,,,,,94345AF9-B1C7-45FF-87D8-72EE9F8F645B,PEDESTRIAN,Cross/Enter at Intersection,NOT VISIBLE,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,OTHER,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,11/8/2023,2023,On road,not serious/fatal,8:22:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,No,0.45,West,North,1,,1,West,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP302600BX,M,4/2/1974,49,Adult,19+,2023-11,,,,,,,,,,,,,58,422 - WALK AREA,422 - WYNGATE ES REGULAR,,
0,59,4,59,MCP28460095,0.000000000000000,,,,,,,,,,,,,,,,,,5E5F7C03-8994-4A48-82B7-3346FAEFB196,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,11/7/2023,2023,On road,serious/fatal,18:30:00,day,11,fall,not dart dash,pedestrian,,,weekday,County,Yes,0.24,North,North,1,,1,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP28460095,M,6/2/1968,55,Adult,19+,2023-11,,,,,,,,,,,,7270.000000000000000,59,767 - WALK AREA,767 - GLEN HAVEN ES REGULAR,,
